ticker,sector,industry,marketCap,sharesOutstanding,message
WEBK,,,,,'regularMarketOpen'
SBFG,Financial Services,Banks—Regional,139313920.0,7546800.0,
AKR,Real Estate,REIT—Retail,1252612736.0,86268096.0,
VIA,,,,,'regularMarketOpen'
WU,Financial Services,Credit Services,9098106880.0,411120992.0,
ISLE,,,,,'regularMarketOpen'
CF,Basic Materials,Agricultural Inputs,8421872640.0,213916000.0,
MMSI,Healthcare,Medical Instruments & Supplies,3096217856.0,55547500.0,
EMCF,Financial Services,Banks—Regional,66688444.0,2708710.0,
EMN,Basic Materials,Chemicals,13885469696.0,135468000.0,
COSI,,,,,'regularMarketOpen'
HURC,Industrials,Specialty Industrial Machinery,219276352.0,6803160.0,
SBCF,Financial Services,Banks—Regional,1538100480.0,55168600.0,
CODI,Industrials,Conglomerates,1357058944.0,64900000.0,
HCP,,,,,'regularMarketOpen'
TGTX,Healthcare,Biotechnology,5558082560.0,126649000.0,
UNB,Financial Services,Banks—Regional,119938304.0,4475310.0,
FCS,,,,,'regularMarketOpen'
PRLB,Industrials,Metal Fabrication,3980385792.0,26753500.0,
HRS,,,,,'regularMarketOpen'
BFIN,Financial Services,Banks—Regional,130512696.0,14780600.0,
CTT,Real Estate,REIT—Specialty,459858688.0,48765500.0,
STRP,,,,,'regularMarketOpen'
LBY,,,,,'regularMarketOpen'
CCO,Communication Services,Advertising Agencies,649513664.0,467276000.0,
AOC,,,,,'regularMarketOpen'
VICR,Technology,Electronic Components,3605265152.0,31517000.0,
EFSC,Financial Services,Banks—Regional,1098269312.0,26209700.0,
ORIT,,,,,'regularMarketOpen'
MLR,Consumer Cyclical,Auto Parts,407632576.0,11405500.0,
CAVM,,,,,'regularMarketOpen'
WM,Industrials,Waste Management,48772960256.0,422606016.0,
HEI,Industrials,Aerospace & Defense,16954558464.0,54189200.0,
EXTR,Technology,Communication Equipment,774981952.0,123013000.0,
CBSH,Financial Services,Banks—Regional,7377452032.0,117121000.0,
DFT,,,,,'regularMarketOpen'
GSBC,Financial Services,Banks—Regional,665218624.0,13844300.0,
ENOC,,,,,'regularMarketOpen'
FBRC,,,,,'regularMarketOpen'
KND,,,,,'regularMarketOpen'
ARO,,,,,'regularMarketOpen'
PLXS,Technology,Electronic Components,2215078144.0,29002000.0,
SMTC,Technology,Semiconductors,4543730688.0,65003300.0,
AN,Consumer Cyclical,Auto & Truck Dealerships,5878168576.0,87865000.0,
AFG,Financial Services,Insurance—Property & Casualty,7647500288.0,86844200.0,
URRE,,,,,'regularMarketOpen'
ABAX,,,,,'regularMarketOpen'
DX,Real Estate,REIT—Mortgage,418685824.0,23145200.0,
TYC,,,,,'regularMarketOpen'
KMT,Industrials,Tools & Accessories,3176979456.0,83276000.0,
ICGE,,,,,'regularMarketOpen'
BELFB,Technology,Electronic Components,170508496.0,10214400.0,
FORM,Technology,Semiconductors,3240235520.0,77388000.0,
IILG,,,,,'regularMarketOpen'
ANX,,,,,'regularMarketOpen'
MILB,,,,,'regularMarketOpen'
RF,Financial Services,Banks—Regional,14925299712.0,960444032.0,
VLO,Energy,Oil & Gas Refining & Marketing,24071784448.0,407788992.0,
ARIA,,,,,'regularMarketOpen'
GS,Financial Services,Capital Markets,82572877824.0,344068000.0,
BHLB,Financial Services,Banks—Regional,940900352.0,50832000.0,
BLUE,Healthcare,Biotechnology,2818210304.0,66223000.0,
SSH,,,,,'regularMarketOpen'
RBCV,,,,,'regularMarketOpen'
CCCR,,,,,'regularMarketOpen'
NU,,,,,'regularMarketOpen'
EAC,,,,,'regularMarketOpen'
FCF,Financial Services,Banks—Regional,998819840.0,96132800.0,
NAVB,Healthcare,Biotechnology,50171936.0,26687200.0,
FGL,,,,,'regularMarketOpen'
SBBX,,,,,'sector'
AV,,,,,'regularMarketOpen'
PJC,,,,,'regularMarketOpen'
DLX,Communication Services,Advertising Agencies,1144125056.0,41894000.0,
OPOF,Financial Services,Banks—Regional,100583040.0,5222380.0,
UNH,Healthcare,Healthcare Plans,319819087872.0,948820992.0,
HLS,,,,,'regularMarketOpen'
FMI,,,,,'regularMarketOpen'
AES,Utilities,Utilities—Diversified,14067520512.0,665131008.0,
POWL,Industrials,Electrical Equipment & Parts,328539296.0,11614600.0,
CPST,Industrials,Specialty Industrial Machinery,81942424.0,11073300.0,
SAM,Consumer Defensive,Beverages—Brewers,11510124544.0,9934620.0,
NL,Industrials,Security & Protection Services,242969216.0,48789000.0,
HWKN,Basic Materials,Specialty Chemicals,547401792.0,10670600.0,
BWINB,,,,,'regularMarketOpen'
PWR,Industrials,Engineering & Construction,10007711744.0,138860992.0,
CWCO,Utilities,Utilities—Regulated Water,180266160.0,15123000.0,
LTRX,Technology,Communication Equipment,140381808.0,28591000.0,
BOTA,,,,,'regularMarketOpen'
CTBI,Financial Services,Banks—Regional,665752768.0,17810400.0,
ATI,Industrials,Metal Fabrication,2097536768.0,126816000.0,
OCLR,,,,,'regularMarketOpen'
AIMC,Industrials,Specialty Industrial Machinery,3446667520.0,64714000.0,
TSRO,,,,,'regularMarketOpen'
BIOL,Healthcare,Medical Devices,27538666.0,93014200.0,
WBC,,,,,'regularMarketOpen'
EPIQ,,,,,'regularMarketOpen'
ADUS,Healthcare,Medical Care Facilities,1656435584.0,15808700.0,
PLAB,Technology,Semiconductor Equipment & Materials,738715520.0,65663600.0,
BDL,Consumer Cyclical,Restaurants,35574932.0,1858650.0,
ODC,Basic Materials,Specialty Chemicals,273792128.0,5399730.0,
ANAT,Financial Services,Insurance—Diversified,2373602048.0,26887200.0,
IDSY,,,,,'regularMarketOpen'
ATHN,,,,,'regularMarketOpen'
FL,Consumer Cyclical,Footwear & Accessories,4380030464.0,104212000.0,
BYBK,,,,,'regularMarketOpen'
PQ,,,,,'regularMarketOpen'
CORE,Consumer Defensive,Food Distribution,1385828352.0,44921500.0,
RT,,,,,'regularMarketOpen'
SHOO,Consumer Cyclical,Footwear & Accessories,2729519616.0,83191696.0,
SOV,,,,,'regularMarketOpen'
PDLI,Healthcare,Biotechnology,285567488.0,114227000.0,
LH,Healthcare,Diagnostics & Research,19885185024.0,97400000.0,
STFC,Financial Services,Insurance—Property & Casualty,750503168.0,43837800.0,
SPAN,,,,,'regularMarketOpen'
TA,Consumer Cyclical,Specialty Retail,460943904.0,14395500.0,
AHGP,,,,,'regularMarketOpen'
MFRM,,,,,'regularMarketOpen'
GBCI,Financial Services,Banks—Regional,4206838528.0,95414800.0,
FHCO,,,,,'regularMarketOpen'
FFIV,Technology,Software—Infrastructure,10619758592.0,61603100.0,
WSH,,,,,'regularMarketOpen'
TSC,Financial Services,Banks—Regional,485330848.0,29829800.0,
COT,,,,,'regularMarketOpen'
NWN,Utilities,Utilities—Regulated Gas,1492664832.0,30568600.0,
NFG,Energy,Oil & Gas Integrated,3921527040.0,90954304.0,
TLLP,,,,,'regularMarketOpen'
SNFCA,Financial Services,Credit Services,162886352.0,16573300.0,
ALSN,Consumer Cyclical,Auto Parts,4795277824.0,112671000.0,
ETP,,,,,'regularMarketOpen'
CVBF,Financial Services,Banks—Regional,2662692864.0,135506000.0,
CBM,,,,,'regularMarketOpen'
DECK,Consumer Cyclical,Footwear & Accessories,8198029824.0,28084100.0,
NRF,,,,,'regularMarketOpen'
ONTY,,,,,'regularMarketOpen'
QLYS,Technology,Software—Infrastructure,3708527872.0,39016600.0,
WLB,,,,,'regularMarketOpen'
PFIN,Industrials,Tools & Accessories,15818321.0,3151060.0,
SEV,,,,,'regularMarketOpen'
GTWN,,,,,'regularMarketOpen'
AAC,,,,,'regularMarketOpen'
CDIS,,,,,'regularMarketOpen'
OCRX,,,,,'regularMarketOpen'
INVN,,,,,'regularMarketOpen'
ROIAK,,,,,'regularMarketOpen'
KORS,,,,,'regularMarketOpen'
FTR,,,,,'regularMarketOpen'
TAP,Consumer Defensive,Beverages—Brewers,10264714240.0,200296992.0,
SWHC,,,,,'regularMarketOpen'
HYNI,,,,,'regularMarketOpen'
ACAT,,,,,'regularMarketOpen'
BSFT,,,,,'regularMarketOpen'
ONVO,Healthcare,Diagnostics & Research,51769772.0,6732090.0,
HGR,,,,,'regularMarketOpen'
UNXL,,,,,'regularMarketOpen'
NRCIA,,,,,'regularMarketOpen'
CMCSA,Communication Services,Entertainment,233021046784.0,4565879808.0,
RM,Financial Services,Credit Services,310487552.0,11335800.0,
CBB,Communication Services,Telecom Services,772879168.0,50680600.0,
NTLS,,,,,'regularMarketOpen'
IRDM,Communication Services,Telecom Services,4425626624.0,133302000.0,
NGLS,,,,,'regularMarketOpen'
ANH,Real Estate,REIT—Mortgage,249081360.0,99235600.0,
JAH,,,,,'regularMarketOpen'
ITRI,Technology,Scientific & Technical Instruments,3367485696.0,40396900.0,
REN,,,,,'regularMarketOpen'
FAST,Industrials,Industrial Distribution,28249147392.0,574052992.0,
GM,Consumer Cyclical,Auto Manufacturers,60000509952.0,1431309952.0,
ITI,Technology,Communication Equipment,236752224.0,41174300.0,
XPO,Industrials,Integrated Freight & Logistics,11049415680.0,91415696.0,
SAH,Consumer Cyclical,Auto & Truck Dealerships,1744233984.0,30020600.0,
WASH,Financial Services,Banks—Regional,771736576.0,17264800.0,
IBKC,,,,,"BeautifulSoup4 (bs4) not found, please install it"
LOGM,,,,,'sector'
NWPX,Industrials,Metal Fabrication,272787328.0,9805440.0,
EGN,,,,,'regularMarketOpen'
ACFC,,,,,'regularMarketOpen'
FRAN,Consumer Cyclical,Apparel Retail,7309144.0,3032840.0,
WGA,,,,,'regularMarketOpen'
IMI,,,,,'regularMarketOpen'
ECPG,Financial Services,Mortgage Finance,1221816448.0,31344700.0,
VNCE,Consumer Cyclical,Apparel Manufacturing,70775400.0,11795900.0,
ZBB,,,,,'regularMarketOpen'
WTW,,,,,'regularMarketOpen'
AMRI,,,,,'regularMarketOpen'
MTSN,,,,,'regularMarketOpen'
IBOC,Financial Services,Banks—Regional,2253236992.0,63275400.0,
AGX,Industrials,Engineering & Construction,733821312.0,15670000.0,
QLIK,,,,,'regularMarketOpen'
SIVB,Financial Services,Banks—Regional,18123735040.0,51796900.0,
AVID,Communication Services,Electronic Gaming & Multimedia,602998528.0,44208100.0,
ASXHTW,,,,,"BeautifulSoup4 (bs4) not found, please install it"
CRDC,,,,,'regularMarketOpen'
CNTY,Consumer Cyclical,Resorts & Casinos,181596640.0,29576000.0,
SGYP,,,,,'sector'
CHSCP,Consumer Defensive,Farm Products,,,
SSI,,,,,'regularMarketOpen'
MOH,Healthcare,Healthcare Plans,11870673920.0,59300000.0,
MMC,Financial Services,Insurance Brokers,58288775168.0,507191008.0,
PULB,,,,,'regularMarketOpen'
FNGN,,,,,"BeautifulSoup4 (bs4) not found, please install it"
APH,Technology,Electronic Components,39192297472.0,299155008.0,
CGAG,,,,,'regularMarketOpen'
RBCN,Technology,Semiconductor Equipment & Materials,22038562.0,2421820.0,
USO,,,,,'sector'
TFM,,,,,'regularMarketOpen'
ALN,,,,,'regularMarketOpen'
CBMX,,,,,'regularMarketOpen'
AMTD,,,,,"BeautifulSoup4 (bs4) not found, please install it"
KNDI,Consumer Cyclical,Auto Parts,613038272.0,72377600.0,
HDNG,,,,,'regularMarketOpen'
STWD,Real Estate,REIT—Mortgage,5332206080.0,284688000.0,
BLDR,Industrials,Building Products & Equipment,4178687232.0,116821000.0,
NS,Energy,Oil & Gas Midstream,1817004672.0,109195000.0,
SGB,,,,,'regularMarketOpen'
COL,,,,,'regularMarketOpen'
BIOS,,,,,'regularMarketOpen'
CCF,Basic Materials,Specialty Chemicals,1066299072.0,9445470.0,
FIG,,,,,'regularMarketOpen'
MNTA,,,,,'sector'
CCRN,Industrials,Staffing & Employment Services,344456384.0,37563400.0,
EEP,,,,,'regularMarketOpen'
DHR,Healthcare,Diagnostics & Research,158946852864.0,710377024.0,
ORN,Industrials,Engineering & Construction,134434752.0,30415100.0,
UPIP,,,,,'regularMarketOpen'
CXW,Real Estate,REIT—Specialty,900844032.0,119634000.0,
SUI,Real Estate,REIT—Residential,15407325184.0,107563000.0,
CECO,,,,,'regularMarketOpen'
PX,,,,,'regularMarketOpen'
VRTB,Financial Services,Mortgage Finance,1752520.0,2337.0,
PBNY,,,,,'regularMarketOpen'
CLC,,,,,'regularMarketOpen'
BIOD,,,,,'regularMarketOpen'
ACN,Technology,Information Technology Services,155970781184.0,635000000.0,
MON,,,,,'regularMarketOpen'
MIC,Industrials,Airports & Air Services,2878402560.0,87197904.0,
DST,,,,,'regularMarketOpen'
PRAA,Financial Services,Credit Services,1977260416.0,45580000.0,
KEYW,,,,,'sector'
LNN,Industrials,Farm & Heavy Construction Machinery,1331799040.0,10865200.0,
HALL,Financial Services,Insurance—Property & Casualty,61139212.0,18142200.0,
MLNX,,,,,'regularMarketOpen'
FEYE,Technology,Software—Infrastructure,3243577600.0,234532000.0,
SCBT,,,,,'regularMarketOpen'
NFBK,Financial Services,Banks—Regional,625251840.0,53122600.0,
PDO,,,,,'regularMarketOpen'
HPJ,,,,,'regularMarketOpen'
GCI,Communication Services,Publishing,386285216.0,137959008.0,
BSIC,,,,,'regularMarketOpen'
BYFC,Financial Services,Banks—Regional,47664940.0,19281800.0,
KINS,Financial Services,Insurance—Property & Casualty,65972736.0,10675200.0,
FMNB,Financial Services,Banks—Regional,382645824.0,28260400.0,
AGO,Financial Services,Insurance—Specialty,2549435648.0,80806200.0,
BCO,Industrials,Security & Protection Services,3419781888.0,49433100.0,
IR,Industrials,Specialty Industrial Machinery,18510514176.0,417656000.0,
POOL,Consumer Cyclical,Leisure,13565173760.0,40158600.0,
NFEC,,,,,'regularMarketOpen'
RESI,Real Estate,REIT—Residential,951115584.0,58747100.0,
STR,,,,,'regularMarketOpen'
NYNY,,,,,'regularMarketOpen'
YOD,,,,,'regularMarketOpen'
SNDK,,,,,'regularMarketOpen'
HAS,Consumer Cyclical,Leisure,12195760128.0,137031008.0,
ECL,Basic Materials,Specialty Chemicals,63154704384.0,285444992.0,
SCSS,,,,,'regularMarketOpen'
DFS,Financial Services,Credit Services,25580154880.0,306496000.0,
MCD,Consumer Cyclical,Restaurants,154804256768.0,745110976.0,
CR,Industrials,Specialty Industrial Machinery,4425505280.0,58108000.0,
NTK,,,,,'regularMarketOpen'
ECYT,,,,,'regularMarketOpen'
JIVE,,,,,'regularMarketOpen'
ATR,Consumer Cyclical,Packaging & Containers,8443049984.0,64722500.0,
LXK,,,,,'regularMarketOpen'
NWFL,Financial Services,Banks—Regional,222250624.0,8201130.0,
IHS,,,,,'regularMarketOpen'
CIEN,Technology,Communication Equipment,7378039296.0,154320000.0,
FCEL,Industrials,Electrical Equipment & Parts,2540567296.0,322407008.0,
CVM,Healthcare,Biotechnology,560805120.0,38756400.0,
III,,,,,'sector'
LPI,Energy,Oil & Gas E&P,261562816.0,12003800.0,
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",237776496.0,7316200.0,
TDS,Communication Services,Telecom Services,1997571584.0,107051000.0,
OREX,,,,,'regularMarketOpen'
FLML,,,,,'regularMarketOpen'
BLT,,,,,'regularMarketOpen'
DAG,,,,,'sector'
SOFO,Technology,Software—Application,26301172.0,7922040.0,
ZGNX,Healthcare,Biotechnology,1110121600.0,55673100.0,
TEN,Consumer Cyclical,Auto Parts,837119936.0,61123400.0,
PSXP,Energy,Oil & Gas Midstream,6873034240.0,228340000.0,
AETI,,,,,'regularMarketOpen'
GK,,,,,'regularMarketOpen'
MBRG,,,,,'regularMarketOpen'
ARWR,Healthcare,Biotechnology,7610183168.0,102292000.0,
CMG,Consumer Cyclical,Restaurants,36374388736.0,27980300.0,
COR,Real Estate,REIT—Office,5079816704.0,42766600.0,
ARE,Real Estate,REIT—Office,23288635392.0,134944000.0,
UFPT,Consumer Cyclical,Packaging & Containers,351205408.0,7494780.0,
WLP,,,,,'regularMarketOpen'
OVAS,,,,,'regularMarketOpen'
ICPT,Healthcare,Biotechnology,1013196544.0,32992400.0,
CL,Consumer Defensive,Household & Personal Products,72585076736.0,857169024.0,
HSNI,,,,,'regularMarketOpen'
SYY,Consumer Defensive,Food Distribution,38650159104.0,509359008.0,
PCAR,Industrials,Farm & Heavy Construction Machinery,29606762496.0,346148992.0,
MEG,Industrials,Waste Management,721143488.0,24961700.0,
SCON,Technology,Semiconductor Equipment & Materials,2915239.0,3151780.0,
CMN,,,,,'regularMarketOpen'
EGL,,,,,'regularMarketOpen'
LMNR,Consumer Defensive,Farm Products,275251008.0,17815600.0,
QNST,Communication Services,Advertising Agencies,1107585792.0,52893300.0,
DWRE,,,,,'regularMarketOpen'
POM,,,,,'regularMarketOpen'
TESO,,,,,'regularMarketOpen'
PTIE,,,,,'sector'
PKE,Industrials,Aerospace & Defense,279836608.0,20381400.0,
ANTH,Healthcare,Biotechnology,617830.0,26179300.0,
DWA,,,,,'regularMarketOpen'
XBKS,,,,,'regularMarketOpen'
GRC,Industrials,Specialty Industrial Machinery,923488768.0,26102000.0,
RLJ,Real Estate,REIT—Hotel & Motel,2201393408.0,165022000.0,
ALOT,Technology,Computer Hardware,78803680.0,7168420.0,
FE,Utilities,Utilities—Diversified,16483884032.0,542590016.0,
WVFC,Financial Services,Banks—Regional,29301426.0,1902690.0,
ARII,,,,,'regularMarketOpen'
MMS,Industrials,Specialty Business Services,4486032384.0,61312600.0,
AMB,,,,,'regularMarketOpen'
CHRW,Industrials,Integrated Freight & Logistics,12666088448.0,135946000.0,
AET,,,,,'regularMarketOpen'
PEBK,Financial Services,Banks—Regional,150475008.0,5787500.0,
TRVN,Healthcare,Biotechnology,358028384.0,157030000.0,
CHK,,,,,"BeautifulSoup4 (bs4) not found, please install it"
JMBA,,,,,'regularMarketOpen'
PPC,Consumer Defensive,Packaged Foods,5019627520.0,243552992.0,
OKSB,,,,,'regularMarketOpen'
RGA,Financial Services,Insurance—Reinsurance,8079747584.0,67937000.0,
FIS,Technology,Information Technology Services,91723644928.0,620508992.0,
CRWN,,,,,'regularMarketOpen'
IMPV,,,,,'regularMarketOpen'
MOCO,,,,,'regularMarketOpen'
DLA,Consumer Cyclical,Apparel Manufacturing,161159904.0,6890120.0,
ASEI,,,,,'regularMarketOpen'
CPN,,,,,'regularMarketOpen'
SXE,,,,,'regularMarketOpen'
SC,Financial Services,Credit Services,6810079744.0,306071008.0,
ORBC,Communication Services,Telecom Services,527654528.0,78014800.0,
REV,Consumer Defensive,Household & Personal Products,639997184.0,53333100.0,
AHS,,,,,'regularMarketOpen'
UBSI,Financial Services,Banks—Regional,3969419520.0,129762000.0,
ISCA,,,,,'regularMarketOpen'
ALSK,Communication Services,Telecom Services,195375680.0,53822500.0,
ACRE,Real Estate,REIT—Mortgage,387926048.0,33441900.0,
AIRT,Industrials,Integrated Freight & Logistics,31700350.0,2881850.0,
TRNX,Energy,Oil & Gas Integrated,5166955.0,188575008.0,
OAS,Energy,Oil & Gas E&P,770400000.0,20000000.0,
WSTG,Technology,Electronics & Computer Distribution,83579752.0,4362200.0,
CFNL,,,,,'regularMarketOpen'
DTLA,,,,,'regularMarketOpen'
FXCB,,,,,'regularMarketOpen'
INGR,Consumer Defensive,Packaged Foods,5416835584.0,66990300.0,
CRIS,Healthcare,Biotechnology,464069280.0,58817400.0,
DMRC,Technology,Information Technology Services,802083200.0,15315700.0,
TSPT,,,,,'regularMarketOpen'
ILGN,,,,,'regularMarketOpen'
CGI,,,,,'regularMarketOpen'
HWCC,Industrials,Industrial Distribution,45497376.0,16544500.0,
UMBF,Financial Services,Banks—Regional,3254093568.0,48030900.0,
TELK,,,,,'regularMarketOpen'
CUO,,,,,'regularMarketOpen'
PANW,Technology,Software—Infrastructure,29598314496.0,95500000.0,
ESXB,Financial Services,Banks—Regional,152898848.0,22321000.0,
DEST,,,,,'sector'
BSRR,Financial Services,Banks—Regional,364776256.0,15359000.0,
ONI,,,,,'regularMarketOpen'
SKH,,,,,'regularMarketOpen'
GMCR,,,,,'regularMarketOpen'
OLN,Basic Materials,Specialty Chemicals,3763430144.0,157862000.0,
EXXI,,,,,'regularMarketOpen'
EXLP,,,,,'regularMarketOpen'
TASR,,,,,'regularMarketOpen'
SXC,Basic Materials,Coking Coal,415495840.0,82768096.0,
CVX,Energy,Oil & Gas Integrated,177967169536.0,1925010048.0,
ZTS,Healthcare,Drug Manufacturers—Specialty & Generic,75819499520.0,475268000.0,
CYH,Healthcare,Medical Care Facilities,1021563328.0,119621000.0,
MTZ,Industrials,Engineering & Construction,5019255296.0,73866896.0,
DIS,Communication Services,Entertainment,318137532416.0,1807059968.0,
CHTR,Communication Services,Entertainment,130270535680.0,234196000.0,
HTBI,Financial Services,Banks—Regional,323393312.0,17020700.0,
DDE,,,,,'regularMarketOpen'
AWLD,,,,,'regularMarketOpen'
OTT,,,,,'regularMarketOpen'
EQM,,,,,'regularMarketOpen'
SRC,Real Estate,REIT—Diversified,4589462528.0,114251000.0,
NETE,Technology,Software—Infrastructure,64925812.0,4845210.0,
OLBK,,,,,'sector'
TTEC,Technology,Information Technology Services,3411669504.0,46735200.0,
MWW,,,,,'regularMarketOpen'
PIR,,,,,'regularMarketOpen'
HF,,,,,'regularMarketOpen'
TYPE,,,,,'regularMarketOpen'
CLRX,,,,,'regularMarketOpen'
CAP,,,,,'regularMarketOpen'
LTRE,Consumer Defensive,Education & Training Services,5501350.0,13224300.0,
GLOWE,,,,,'regularMarketOpen'
BYLK,,,,,'regularMarketOpen'
GGOX,,,,,'regularMarketOpen'
GALE,,,,,'regularMarketOpen'
TTGT,Communication Services,Internet Content & Information,1690698752.0,28098700.0,
CLVS,Healthcare,Biotechnology,501645184.0,103432000.0,
AMSG,,,,,'regularMarketOpen'
CWEI,,,,,'regularMarketOpen'
UAM,,,,,'regularMarketOpen'
HP,Energy,Oil & Gas Drilling,2723406592.0,107602000.0,
CTG,Technology,Information Technology Services,99785160.0,15188000.0,
MCEP,Energy,Oil & Gas E&P,43077616.0,14311500.0,
SNCR,Technology,Software—Application,135405104.0,44105900.0,
RPM,Basic Materials,Specialty Chemicals,11242148864.0,129937000.0,
KFS,Consumer Cyclical,Auto & Truck Dealerships,97430616.0,22711100.0,
ADAT,,,,,'regularMarketOpen'
DISH,Communication Services,Entertainment,18941474816.0,287569984.0,
PHII,,,,,'sector'
FSN,,,,,'regularMarketOpen'
AHP,,,,,'regularMarketOpen'
HVT,Consumer Cyclical,Home Improvement Retail,475318752.0,16699700.0,
ALX,Real Estate,REIT—Retail,1429888000.0,5107290.0,
DW,,,,,'regularMarketOpen'
RSOL,,,,,'regularMarketOpen'
ASTI,Technology,Solar,9630468.0,4187160064.0,
SLAB,Technology,Semiconductors,5257973248.0,43827400.0,
LXU,Basic Materials,Chemicals,80313680.0,29317200.0,
MSN,Technology,Consumer Electronics,19359284.0,21042700.0,
PZN,Financial Services,Asset Management,527369696.0,16843600.0,
SNT,,,,,'regularMarketOpen'
TUES,,,,,'regularMarketOpen'
HLT,Consumer Cyclical,Lodging,29059694592.0,277446016.0,
ITG,,,,,'regularMarketOpen'
VAR,Healthcare,Medical Instruments & Supplies,15948844032.0,91161296.0,
DOC,Real Estate,REIT—Healthcare Facilities,3758551296.0,208230000.0,
IMMR,Technology,Software—Application,227079760.0,26937100.0,
SHOR,,,,,'regularMarketOpen'
PERY,,,,,'regularMarketOpen'
CPF,Financial Services,Banks—Regional,499064224.0,28179800.0,
AHPI,Healthcare,Medical Devices,19184722.0,4013540.0,
PFS,Financial Services,Banks—Regional,1348297216.0,78572096.0,
ZMH,,,,,'regularMarketOpen'
IPAS,,,,,'regularMarketOpen'
SANW,Consumer Defensive,Farm Products,100446000.0,33482000.0,
TAL,Consumer Defensive,Education & Training Services,40490102784.0,600387008.0,
OIS,Energy,Oil & Gas Equipment & Services,321023584.0,61031100.0,
WWD,Industrials,Aerospace & Defense,7423922176.0,62383700.0,
VPFG,,,,,'regularMarketOpen'
SEAS,Consumer Cyclical,Leisure,2266017792.0,78381800.0,
HCA,Healthcare,Medical Care Facilities,53317750784.0,338375008.0,
CPI,,,,,'sector'
PVTB,,,,,'regularMarketOpen'
GHL,Financial Services,Capital Markets,262764976.0,18972200.0,
AVCA,,,,,'regularMarketOpen'
SIFI,,,,,'regularMarketOpen'
LKQ,Consumer Cyclical,Auto Parts,11157286912.0,304344992.0,
NHI,Real Estate,REIT—Healthcare Facilities,2998198272.0,44729200.0,
NANO,,,,,'regularMarketOpen'
NR,Energy,Oil & Gas Equipment & Services,184331312.0,90803600.0,
LMIA,,,,,'regularMarketOpen'
SEB,Industrials,Conglomerates,3860800768.0,1160780.0,
GPOR,,,,,'sector'
AIN,Consumer Cyclical,Textile Manufacturing,2302020864.0,30700000.0,
RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,104801984.0,93573200.0,
VRX,,,,,'regularMarketOpen'
CUNB,,,,,'regularMarketOpen'
MTSC,Technology,Scientific & Technical Instruments,1124279552.0,19276500.0,
NILE,,,,,'regularMarketOpen'
CQH,,,,,'regularMarketOpen'
AXS,Financial Services,Insurance—Property & Casualty,4374579200.0,84321104.0,
WRI,Real Estate,REIT—Retail,2866558976.0,128143000.0,
GSCP,,,,,'regularMarketOpen'
ORPN,,,,,'sector'
CTF,,,,,'regularMarketOpen'
GEB,,,,,'regularMarketOpen'
ASBB,,,,,'regularMarketOpen'
ESNT,Financial Services,Mortgage Finance,4864543232.0,112423000.0,
BHI,,,,,'regularMarketOpen'
PHMD,,,,,'regularMarketOpen'
XGTI,,,,,'sector'
BWP,,,,,'regularMarketOpen'
GERN,Healthcare,Biotechnology,537116544.0,310472000.0,
USAK,Industrials,Trucking,80507336.0,8760320.0,
MDCO,,,,,'regularMarketOpen'
OVTI,,,,,'regularMarketOpen'
DISCA,Communication Services,Entertainment,13110960128.0,160318000.0,
MDXG,Healthcare,Medical Devices,659607296.0,111035000.0,
IRT,Real Estate,REIT—Residential,1253784832.0,94840000.0,
INSY,,,,,'sector'
IART,Healthcare,Medical Devices,4911413248.0,84272704.0,
MTB,Financial Services,Banks—Regional,16144390144.0,128293000.0,
RNET,Energy,Oil & Gas Equipment & Services,108966944.0,20559800.0,
XRAY,Healthcare,Medical Instruments & Supplies,11574673408.0,218555008.0,
PFBI,Financial Services,Banks—Regional,209534720.0,14673300.0,
SBY,,,,,'regularMarketOpen'
PSDV,,,,,'regularMarketOpen'
BREW,,,,,'sector'
CWBC,Financial Services,Banks—Regional,78036880.0,8473060.0,
BBBY,Consumer Cyclical,Specialty Retail,2415573248.0,126008000.0,
MCY,Financial Services,Insurance—Property & Casualty,2589079552.0,55357700.0,
BYD,Consumer Cyclical,Resorts & Casinos,4576485888.0,111540000.0,
HAWK,,,,,'regularMarketOpen'
PROV,Financial Services,Banks—Regional,111336064.0,7442250.0,
SONA,Financial Services,Banks—Regional,273659360.0,24368600.0,
TAT,Energy,Oil & Gas E&P,19347386.0,76335600.0,
ACIW,Technology,Software—Infrastructure,4586411008.0,116762000.0,
URBN,Consumer Cyclical,Apparel Retail,2605029632.0,97786400.0,
TGE,,,,,'regularMarketOpen'
MPB,Financial Services,Banks—Regional,206097792.0,8415590.0,
OI,Consumer Cyclical,Packaging & Containers,1823125632.0,156956000.0,
TFSL,Financial Services,Banks—Regional,4956097536.0,280243008.0,
ANCX,,,,,'regularMarketOpen'
VSR,,,,,'regularMarketOpen'
TRGT,,,,,'regularMarketOpen'
LAKE,Consumer Cyclical,Apparel Manufacturing,178685152.0,7979900.0,
MYCC,,,,,'regularMarketOpen'
NPBC,,,,,'regularMarketOpen'
BLOX,,,,,'regularMarketOpen'
IM,,,,,'regularMarketOpen'
EPD,Energy,Oil & Gas Midstream,47172038656.0,2182880000.0,
KBIO,,,,,'regularMarketOpen'
RFIL,Industrials,Electrical Equipment & Parts,55697664.0,9771520.0,
BMRN,Healthcare,Biotechnology,14429818880.0,181530000.0,
